text,label
"I bought the Pro version a few weeks ago...great concept. A few things I would like to change but can't find it in the instructions or in other reviews. Is there a way to remove my alarm clock icon on the clock face--it's irrelevant, didn't ask me to place it there, and takes up precious space? Also and most importantly, I would like the hour hand to reflect the ""real time"" so I can visualize instantly how much time is left until the next scheduled task is due. For myself, having to press the arrows to move the hour hand and watch a countdown timer to the next task is of no value. If the hour hand issue can be addressed to reflect ""real time"" I'll give it a 5, otherwise the App wont work for me and it stays at a 3. I'm surprised no-one else has mentioned this and I'm wondering if my install developed a slight bug. Update...Jan 20, 2020... I received prompt response from developer...fixed issues. My phone was an older Note3 running Android 5.0 so it was a bit different...works fine now...changed to 5 stars.",2
Woo - got a fast mobile broadband connection now,1
My favourite photo (that I took) from last night: http://tinyurl.com/oto5sz can`t wait to see `s pics,2
 He is the truth! But what about Maxwell? You can`t forget the future father of my children!,1
  Please don`t get me watching BB too,1
Searching for Dr. Scholl`s sandal inserts for men. It seems they only make them for women,1
wow...you leave facebook alone for the weekend and get 60 new notifications. WHEW!,2
Good app and I like the setups that are already prepared for when u log in. My problem with the app is that it's too overwhelming. Too many things to manage and for my easily distracted and anxious brain it's too much. As constructive that can actually be applied--please make it so the tasks actually leave the list ocne they are completed. Some are infinite and its difficult to focus on what needs to be done. Otherwise. Good job on this app it's well made.,1
 enjoy NOLA definitely one of my favorite cities in the world. Please have a beignet with chocolate for me,2
 I`d rather do the early run..but I am a morning runner,1
" you are right, enjoy the lasagne,",2
Occasional lags are annoying.,2
 Aw what about me,1
Locked out of my **** house!,1
_GiiGgl3z lmao ight im dun wit the faces lmao id rather see urs tho  lol,1
 i agree with you!,2
watching old skool fall out boy vids,1
I'm using the premium version a few days now. I'm not getting any notifications for my reminders. I checked the menu and everything is fine. Is there something you can do to help?,2
"y do i even bother getting a new fone..i just **** break them anyway,,,fones dont float,,especially when thrown in the pool",0
"I Love the concept, I've always saw the parallel between RealLife and an RRG in terms of skill growth and education.",2
is poolside. Bowling toniht maybe?? Back to work tomorrow,1
I have tea! & have just found a picture of the big snail from the walk yesterday.,1
Chocolate milk is so much better through a straw. I lack said straw,2
"the day after.... I`m not sick but a little tierd...a bit to much to drink, but I had fun!",1
"_fred6 I haven`t canceled my account yet and I haven`t logged in since november I think, maybe I Should  My main was a rogue, lvl73",0
"getting ready for school.. reading what`s going on on set in Montepulciano, and practically crying cause i`m not there",0
 heyyyyyyyyyyyyyya,1
getting ready to go to IKEA. All alone cuz no one will go with me,0
Mean people suck.,0
This app is not worth the $6 a year. Poorly developed with several glitches.,0
 Oh noes.  Hope you feel better soon. My head sympathizes with yours.,2
"I`m looking forward to going home tomorrow, but I really wish it was for a different reason.",2
 hey Lonnie! I`ll be there next weekend  I can`t wait.,2
"Very good app, but It would be nice if you add lasting tasks, for an example a task that starts at 14:00 and finishes at 15:00 I hope you understood me :P",2
"It was good because: -It had the time in form of a clock -It told you the time before a session -It told you the time each session lasts But since I dont have premium, it doesn't let me choose different colors, which is not too bad. Yet, i would like that option for free.",2
"I miss my dog  r.i.p.Batman... Yeah, Batman (I really hope `all dogs go to heaven` is true)",0
My near daily exercise is starting to show results.,1
This is an amazing app. I used to struggle to get anything done before I stumbled upon this wonderful creation.,2
" nope, up tomorrow  I`m tired need bed",0
i have problems wih pizza..ii love it too much..i`m so addicted to pizza  and Dot Dot Curve. >,2
 took my computer in for a new dvd drive & screen wouldn`t come back on  Had to order new computer & wait...,1
